"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"??","apps/frontend/src/lib/date.ts","01-frontend-application","release candidate replacement","include-release","medium","2468","text","direct"
"??","apps/frontend/src/lib/doflow-notifications.ts","01-frontend-application","release candidate replacement","include-release","medium","2196","text","direct"
"??","apps/frontend/src/lib/error-message.ts","01-frontend-application","release candidate replacement","include-release","medium","392","text","direct"
"M","apps/frontend/src/lib/jwt.ts","01-frontend-application","release candidate replacement","include-release","medium","1318","text","direct"
"M","apps/frontend/src/lib/plans.ts","01-frontend-application","release candidate replacement","include-release","medium","17985","text","direct"
"M","apps/frontend/src/lib/project-stage-model.ts","01-frontend-application","release candidate replacement","include-release","medium","5659","text","direct"
"M","apps/frontend/src/lib/safe-action.ts","01-frontend-application","release candidate replacement","include-release","medium","559","text","direct"
"M","apps/frontend/src/lib/tenant-automations-api.ts","01-frontend-application","release candidate replacement","include-release","medium","7897","text","direct"
"??","apps/frontend/src/lib/tenant-collaboration-api.ts","01-frontend-application","release candidate replacement","include-release","medium","2370","text","direct"
"??","apps/frontend/src/lib/tenant-commerce-api.ts","01-frontend-application","release candidate replacement","include-release","medium","19564","text","direct"
"M","apps/frontend/src/lib/tenant-commercial-api.ts","01-frontend-application","release candidate replacement","include-release","medium","19086","text","direct"
"??","apps/frontend/src/lib/tenant-delivery-api.ts","01-frontend-application","release candidate replacement","include-release","medium","16324","text","direct"
"??","apps/frontend/src/lib/tenant-document-revenue-api.ts","01-frontend-application","release candidate replacement","include-release","medium","15369","text","direct"
"M","apps/frontend/src/lib/tenant-documents-api.ts","01-frontend-application","release candidate replacement","include-release","medium","6653","text","direct"
"M","apps/frontend/src/lib/tenant-fetch.ts","01-frontend-application","release candidate replacement","include-release","medium","4420","text","direct"
"M","apps/frontend/src/lib/tenant-notifications-api.ts","01-frontend-application","release candidate replacement","include-release","medium","5792","text","direct"
"??","apps/frontend/src/lib/tenant-performance-api.ts","01-frontend-application","release candidate replacement","include-release","medium","3467","text","direct"
"M","apps/frontend/src/lib/tenant-record-operations-api.ts","01-frontend-application","release candidate replacement","include-release","medium","3681","text","direct"
"M","apps/frontend/src/lib/tenant-reports-api.ts","01-frontend-application","release candidate replacement","include-release","medium","10823","text","direct"
"M","apps/frontend/src/lib/tenant-site-proposals-api.ts","01-frontend-application","release candidate replacement","include-release","medium","20402","text","direct"
"M","apps/frontend/src/lib/tenant-url.ts","01-frontend-application","release candidate replacement","include-release","medium","2074","text","direct"
"D","apps/frontend/src/middleware.ts","10-old-retired-files","release candidate replacement","include-release","medium","0","deleted","direct"
"??","apps/frontend/src/proxy.ts","01-frontend-application","release candidate replacement","include-release","medium","2997","text","direct"
"M","apps/frontend/tailwind.config.ts","01-frontend-application","release candidate replacement","include-release","medium","5736","text","direct"
"M","apps/frontend/tsconfig.json","01-frontend-application","release candidate replacement","include-release","medium","636","text","direct"
"!!","docs/design-references/doflow-crm-projects/actual/admin-currency-contracts.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","118021","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/admin-currency-invoices.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","77714","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/admin-currency-overview.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","114558","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/admin-currency-renewals.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","117877","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-invite-consistency.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","357323","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","823516","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-final-scale-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","673926","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-final-scale-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","83573","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-final-scale-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","343679","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-invalid.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","418738","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-new-reference-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","647278","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-new-reference-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","83757","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-new-reference-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","341650","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","490802","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","52206","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","569369","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","565072","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","45585","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-reference-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","333996","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-login-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","707805","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-mfa-setup.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","433074","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-mfa-verify.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","358586","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-register-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","642438","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/auth-register-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","54268","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/builder-sidebar-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","39581","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/builder-sidebar-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","26948","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/builder-sidebar-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","35539","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/client-activity-communications-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","173650","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/client-administration-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","178186","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/client-files-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","186779","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/closure-new-client-detail-diagnostic.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","83618","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/closure-new-project-detail-diagnostic.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","65839","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","361269","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","125187","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","281477","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","310282","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","113946","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-catalogo-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","248574","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","456889","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","134539","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","277906","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","382178","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","113870","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-client-administration-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","235626","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","442383","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","177613","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","318905","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","382344","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","160034","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-dashboard-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","282405","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","164523","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","14362","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","131559","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","146951","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","14757","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-finance-access-denied-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","113895","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","508998","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","129420","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","304641","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","427838","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","116687","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-order-detail-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","262871","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","399051","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","119160","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","278926","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","335791","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","108800","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-ordini-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","243095","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","500771","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","128216","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","289171","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","421631","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","118495","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-pagamenti-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","254065","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","496624","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","30801","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","357150","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","434178","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","31363","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-project-payments-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","317929","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","384964","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-dark-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","119577","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-dark-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","278436","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","326349","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-light-mobile-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","109116","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commerce-vendite-light-tablet-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","242242","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commercial-stages-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","75907","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commercial-stages-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","27373","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/commercial-stages-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","66859","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/consultant-detail-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","134566","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/consultant-performance-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","99871","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/crm-projects-acceptance-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","99871","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","46635","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","46564","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","18694","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","18368","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","40108","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/access-denied-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","40287","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","161120","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","158844","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","50883","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","50080","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","102745","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/activities-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","103180","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","127076","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","127613","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","43173","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","42656","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","104621","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/builder-project-link-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","106148","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","77426","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","77654","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","21264","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","20700","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","68754","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/deadlines-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","69391","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","130492","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","127223","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","44130","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","42561","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","103401","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/project-detail-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","102526","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","107367","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","108598","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","46958","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","46979","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","91501","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/projects-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","93395","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","165767","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","163273","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","44130","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","42561","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","109872","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/qa-workflow-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","109351","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-desktop-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","142145","binary-png","intermediate"
