"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-desktop-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","143560","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-mobile-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","58251","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-mobile-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","57751","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-tablet-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","112859","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/delivery-core/workload-tablet-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","113965","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","158330","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-dark-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","41642","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-dark-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","101878","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","154478","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-light-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","41074","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-contratti-light-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","101326","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","169054","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-dark-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","52382","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-dark-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","133713","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","160884","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-light-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","50245","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-fatture-light-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","128936","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","122321","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-dark-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","48146","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-dark-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","108832","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","119420","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-light-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","46438","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-preventivi-light-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","106254","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-dark-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","155023","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-dark-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","38991","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-dark-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","97848","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-light-desktop-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","151391","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-light-mobile-390x844.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","38037","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/document-revenue-rinnovi-light-tablet-1024x768.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","97411","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/access-denied-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","57046","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/access-denied-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","56745","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","162293","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","159884","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","57533","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","56164","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","117550","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/activities-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","117577","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/archive-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","88694","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/archive-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","88747","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/automations-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","158811","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/automations-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","157065","binary-png","evidence-final"
